A1,A2,X.1,X.2,X.3,X.4,Y,D,S,S_prob
0.000000000,0.000000000,1.813554838,-0.778241623,2.661045620,-1.994367886,1.000000000,0.000000000,1.000000000,0.908000000
0.000000000,0.000000000,1.128551844,-1.207080615,2.688711016,-2.697158647,1.000000000,0.000000000,1.000000000,0.894000000
1.000000000,1.000000000,1.683543934,-0.488513125,2.043478534,-2.155716166,1.000000000,1.000000000,0.000000000,0.426000000
0.000000000,0.000000000,0.818731230,-1.315709902,2.488887429,-2.563004234,1.000000000,0.000000000,1.000000000,0.620000000
1.000000000,1.000000000,0.598535944,-1.318179366,1.502439150,-1.492991166,0.000000000,0.000000000,0.000000000,0.108000000
1.000000000,1.000000000,1.877314106,-1.651314773,2.345644051,-1.798707890,1.000000000,1.000000000,0.000000000,0.296000000
0.000000000,1.000000000,1.768085213,-1.779438366,2.060976083,-2.334535521,0.000000000,0.000000000,0.000000000,0.478000000
1.000000000,0.000000000,0.138720713,-0.821390906,2.066395571,-1.932072176,0.000000000,0.000000000,0.000000000,0.270000000
0.000000000,1.000000000,1.109087750,-1.019328756,2.354775003,-1.414263732,1.000000000,0.000000000,1.000000000,0.580000000
1.000000000,0.000000000,2.003400877,-0.997402609,2.448351967,-1.771906190,1.000000000,0.000000000,1.000000000,0.680000000
1.000000000,1.000000000,1.700351582,-1.513523241,1.686953582,-2.149437501,0.000000000,1.000000000,0.000000000,0.160000000
0.000000000,1.000000000,0.869767523,-0.995297724,1.632656267,-1.621532919,1.000000000,0.000000000,0.000000000,0.388000000
0.000000000,0.000000000,-0.630036087,-1.360299610,1.848504488,-2.131741168,0.000000000,0.000000000,0.000000000,0.204000000
0.000000000,0.000000000,1.044644149,-1.835313082,1.736202839,-2.915779527,0.000000000,0.000000000,0.000000000,0.334000000
1.000000000,0.000000000,0.976926140,-0.820726073,1.575154446,-1.888357401,0.000000000,0.000000000,1.000000000,0.580000000
0.000000000,0.000000000,1.247965374,-0.578038310,2.784837715,-1.697620316,1.000000000,0.000000000,1.000000000,0.908000000
1.000000000,1.000000000,0.599813749,-0.149217798,2.815607923,-2.425756134,1.000000000,1.000000000,0.000000000,0.388000000
1.000000000,0.000000000,1.976282184,-0.989870735,2.423269941,-2.307551854,1.000000000,0.000000000,1.000000000,0.644000000
1.000000000,0.000000000,0.778723138,-0.526078140,2.458639050,-1.453384704,1.000000000,0.000000000,1.000000000,0.792000000
0.000000000,0.000000000,1.396166340,-1.223853885,2.552768908,-2.428620553,1.000000000,0.000000000,1.000000000,0.902000000
1.000000000,0.000000000,0.943442313,-1.423593603,1.744761337,-1.719203510,1.000000000,0.000000000,0.000000000,0.288000000
0.000000000,0.000000000,1.683315220,-1.249744593,2.662890552,-2.378738385,1.000000000,0.000000000,1.000000000,0.916000000
1.000000000,1.000000000,0.397785769,-0.688377222,2.196098797,-2.414820797,0.000000000,1.000000000,0.000000000,0.178000000
1.000000000,1.000000000,1.323214293,-1.039299137,2.196824893,-0.910804261,1.000000000,0.000000000,1.000000000,0.682000000
1.000000000,0.000000000,0.670089456,-1.441012949,2.083514426,-1.853230144,1.000000000,0.000000000,0.000000000,0.166000000
0.000000000,0.000000000,1.260172668,-1.338737425,1.813997214,-1.961366925,1.000000000,0.000000000,0.000000000,0.450000000
0.000000000,0.000000000,0.777690063,-0.513037808,2.093536581,-1.684676336,0.000000000,0.000000000,1.000000000,0.818000000
1.000000000,0.000000000,1.407245015,-1.045261593,2.172820454,-2.074469585,1.000000000,0.000000000,0.000000000,0.404000000
1.000000000,0.000000000,1.046030890,-1.206699958,2.030939589,-2.108018102,0.000000000,0.000000000,0.000000000,0.420000000
0.000000000,0.000000000,0.765678856,-0.434067275,1.409231323,-1.512162146,0.000000000,0.000000000,1.000000000,0.722000000
1.000000000,1.000000000,0.696363797,-0.530826696,1.897156057,-1.678563261,1.000000000,1.000000000,0.000000000,0.260000000
0.000000000,0.000000000,0.628854723,-2.002066692,2.717542983,-1.989039688,0.000000000,0.000000000,1.000000000,0.652000000
0.000000000,0.000000000,1.269496121,-0.252388696,1.582349494,-2.159224396,1.000000000,0.000000000,1.000000000,0.816000000
1.000000000,0.000000000,1.737039091,-2.331929068,1.599140649,-1.664108258,0.000000000,0.000000000,1.000000000,0.532000000
0.000000000,1.000000000,0.989786605,-1.562781897,3.163910465,-2.588975845,0.000000000,0.000000000,1.000000000,0.504000000
0.000000000,1.000000000,1.728259539,-0.868277029,2.777171313,-1.421573555,1.000000000,0.000000000,1.000000000,0.676000000
1.000000000,1.000000000,0.553721404,-0.443486201,1.898928757,-1.546683739,1.000000000,0.000000000,0.000000000,0.332000000
0.000000000,0.000000000,0.650205456,-1.065450863,0.779273006,-2.639693687,0.000000000,1.000000000,0.000000000,0.248000000
