A1,A2,X_pa.1,X_pa.2,X_pa.3,X_pa.4,X_pa.5
1,0,0.9369138738131353,-1.9182767010138653,0.2604483131165136,-0.7583131478412547,1.3083920051968876
1,1,1.1423676199819641,-0.6889765637371383,-0.4079603996876806,0.05640520337625987,2.001659368374516
1,0,1.0622987545344005,-1.6951013460640072,0.21814249055835294,-0.41055020643737994,0.8061855253453448
0,0,1.282113234695235,-1.9397203550745927,-0.5616289371520049,-0.5675294444041599,0.3964308361917087
0,2,0.9859970000471766,-0.12361640025649956,-0.5593364032889012,-1.3693136414620384,0.26872468054482035
1,2,1.7873933238075765,0.013127487480576683,1.0413144631246174,-0.9753356034330996,1.2627745591246224
0,2,1.5711365486079756,-1.0773951428399131,0.8053118085815333,0.03476677815678386,1.1844586604445941
0,0,1.3416613396436412,-1.4381821347637629,1.4990242643924314,-0.5628195582860869,1.6275684082052022
1,2,2.851806332610942,-0.7831431476110771,-1.0196305353720994,0.32174714193491427,0.9831037286838418
1,0,1.296231122896949,-1.8683517426939948,1.739618960170596,-1.4210073818556117,1.9134811950957074
0,1,1.2373641783788631,-1.5031128248114425,0.45937577900475224,-1.3613532500099645,0.6530952528340318
0,2,1.9767199077485897,-1.3213722945774264,0.9169792695812418,-0.48547062937189045,0.17046427392483265
0,0,1.1866185229070887,-0.12607573177997655,0.8498861087804108,-0.3876252336488169,1.2154302396891865
0,1,0.2540918728862388,-1.7010090508798439,-0.15777477358088998,0.7477634911874629,0.6989664016486166
0,1,1.1764338245960442,-1.0524812385006874,-0.6767537146758997,-0.07183718513453297,0.20336225392394947
0,2,2.665893777345863,-0.39441593534612407,1.0245947355672622,-0.17013614549726225,2.0413206170125004
0,0,-0.5794856810405071,-1.8518224547527418,0.3522847959107142,-0.9770439175296797,0.6776624949093504
0,2,-0.39634606176916054,-0.7893158534157181,-0.17440352346152166,-0.7190089522680936,2.1175292997354127
0,1,1.4243289428743258,-2.0084154892545154,0.8092922240347139,0.1996478930629917,0.54191245499399
0,1,0.29039609394259835,-1.4438778203646394,0.5618697908140715,-0.4355628844675539,1.0204748723671369
0,0,1.0240337277915,-1.0541861969473998,-0.7601737004271709,0.300305400134282,0.9071353078102091
0,0,1.447660907840925,-0.5569159249927191,0.06599450719626287,-0.8724283403564574,1.380740829954888
1,1,1.4064067695250617,-2.0350798175510803,-0.2675386496045642,-0.6844904028564736,2.0164382488205397
1,0,1.5570327624378215,-1.769766588583995,0.5228687282104119,-1.5628141149210473,1.451022720503928
1,0,0.9360904054556747,-1.3833565563919736,0.7765860973927257,-0.6737844002778848,0.9209999508018044
0,2,0.6021950152619934,-0.2820380780173536,0.8899193792718127,-0.12330748751252002,-0.4557870904233523
1,1,0.9192991494266518,-1.3143063061810876,-0.7104589249439923,-0.8588780531782487,1.5426645674000954
1,1,0.6955494855177569,-1.7509398852942053,0.44416332974355544,-0.6917432374205568,0.20875750510848934
1,0,0.41346429195974643,-1.9266152593201968,0.8774425981237056,-0.33515681966032584,1.798834017069932
0,0,0.14663705335887445,-0.1663392372082526,0.36390037380318696,-0.555718092433,1.729176606383775
1,0,1.2546449373327588,-1.0950370907341216,1.286356845652314,-0.5744793950286279,1.4832467210766076
1,0,-1.475963626341811,0.22017732810458823,1.3421537124462937,1.1974424660683152,0.8579903164758244
0,1,0.7281794334930876,-0.4333966197073734,0.386166685304683,-0.6376203435980858,0.6002508222776223
0,1,0.7141003285929449,-0.9401776323218332,0.7860071956231005,-0.7362711864957727,2.329839386975256
0,1,0.931302496512852,-1.5643363098357692,1.225576705515594,-0.17219169007414187,1.8420751253995737
0,0,0.3633563359447922,-0.6315667855816736,0.0605025504151836,0.20824357808406646,1.3790844590914546
0,0,1.2499101948848175,-0.8790978601290014,1.2354429966324738,0.4380809114049845,2.0415664627483032
1,2,-0.20638829517936652,-0.6340823388854897,0.6578008739609841,-1.0106593880611268,0.3451875725088698
1,0,1.8322611384401464,-1.7134553380522948,-0.23884013338950882,-1.078467106752818,0.26216918702524206
1,1,0.11841593414651341,-0.5521847073748206,-0.4078287508727584,-1.3018506693016394,1.2988999944532447
0,1,1.4054301893100327,-0.6203491786129093,0.7252801294585596,-0.870780004134957,0.8801458553813082
0,0,0.4170090141633068,-0.8794945126501804,1.1457988545705828,-1.4809533947903621,1.752717736594288
1,2,-0.01004609887449992,-2.272545307994554,0.7924000820593197,-0.27995365252028465,0.051314347444230246
1,2,0.40636815761034484,-0.04901544011409875,0.5541115032940156,0.056790993040477744,0.758292453736609
0,0,1.837416834719258,-1.0360390427825927,0.5247478566469053,-1.5335703611866207,2.3921798475694476
1,2,2.358054295089963,0.2841230874927807,0.42844038540233176,0.22253568443890603,0.6757093139302887
0,0,0.6204213964029486,-1.745138330167698,0.2309988601879493,0.8288077585911111,1.9498905212434994
1,0,1.252237746517436,-1.30000298581728,1.5655711131999364,-0.27903448041883583,2.3356334404255072
0,0,2.224639883863257,-1.2479843103345443,-0.18881530742554853,1.163295359149025,0.32102218718989006
1,1,2.0999841728580595,-0.5701156277216386,0.517395057655222,-1.1432119847754114,0.982688859673176
1,0,1.6230983184969976,-0.4902539721695214,-0.3776879945838856,0.3835543862281946,0.5912112728586834
0,1,2.6540284250466812,-0.9864442606930862,1.014701705795062,-0.3944255415590796,0.9381206421839018
0,0,0.24913330692065638,-1.743268138931834,0.7137080465068859,-1.1385541855919625,1.536992791712715
1,1,1.1216395194962028,-1.340914729361393,0.3698926332091048,0.3555824192339373,0.42750924725169703
0,2,-0.13697294208522215,0.35035737037343995,1.0743740028526019,-1.781300127750957,0.7759654236368316
0,0,0.5044710873294556,-1.415712859246675,1.245863592438349,1.2260141644969442,1.6059481821423285
0,0,1.0541937471199836,-0.4645490661798448,0.7767049701452885,-1.252574772343979,1.3533495680116197
1,0,1.2448766951071804,-1.477711719880583,1.5877032656119288,-0.8011728233454475,0.08576645411675077
0,1,0.5054905278499096,-2.466598179220152,0.2937803689766683,-0.6188616654325898,0.28973707567486906
0,0,1.160220919009868,-1.0317565126077166,0.6893083408295012,-0.09709985425128603,1.0703829541716592
0,0,0.4040538061100174,-1.9752860480736263,0.9339562185750836,-1.648040644026299,-0.031229361519805376
1,0,-0.3830085537040784,-0.1685704031602404,0.3943288115653116,-1.2118515015236113,1.2072288833453768
0,0,1.568468796669391,-1.6959274141770235,1.0805164610315248,-0.5748496395803256,0.631951882575464
1,1,1.8897069976933842,-1.0239982171343005,1.3381521965892276,-1.7743823353942032,0.4477273942623671
0,2,1.7608448456269756,-1.440161639596623,-0.2839113263009472,-0.31957509628707753,1.979212552855177
0,1,1.5988308159405769,-1.1289838762017304,0.32821272452432304,-0.4429351211260899,0.6415809880393344
0,0,1.762659019627523,-1.4287239599082233,0.14167662334004755,-0.739328105246123,-0.2811680694213745
1,0,1.9534067036864258,-1.1548818736339568,0.11402088215123513,-0.9876368126475854,1.819408959492535
1,1,1.4564000726474995,-0.6282547445132715,2.662027035487387,-0.15008272060640915,1.2063873065747608
1,1,1.4387629961221557,-1.1571208164575681,0.618474388725208,0.05628748069274214,1.473144526161426
1,1,1.0518648355202327,-1.823854868018178,0.8893293780627922,-1.380519954718518,1.4923093087123704
1,0,0.5565842681549138,-1.4344017047506061,-0.333382083895163,0.8145454320036036,1.6529309379217236
1,0,1.1817207115471886,-2.4090181338143672,0.023168419017378816,-1.4226964990960467,-0.20804299428337414
0,0,0.686825653644392,0.11748218242791997,0.2897341882641568,-0.1935930818440541,0.9883866800640777
1,1,0.18594361878785715,-0.9707096691985135,0.10021368489098037,-0.6547966418618906,1.923286920089177
0,2,0.17243880397876654,-0.6321611301152892,1.1228944765886264,-0.8552111372006446,2.13556736100311
1,0,1.9494251101622455,-1.5475953718048667,-0.005810601232600576,-0.06607796914330821,0.10725999213355542
0,2,0.9178606063885122,-0.5606665917147202,0.23325195429353307,0.050044841587898015,1.557405488920613
1,0,0.8390867680545473,0.0992479204501655,-0.5815272617700966,-0.07638166509777106,-0.1393960985712701
