A1,A2,Y,D,X.1,X.2,X.3,X.4,X_outcome.1,X_outcome.2,X_outcome.3,X_outcome.4,X_outcome.5,X_outcome.6,X_outcome.7,X_outcome.8,X_pa.1,X_pa.2,X_pa.3,X_pa.4,X_pa.5,X_pa.6,X_pa.7,S,S_prob
0,2,1,1,2.1575441149589576,-1.3913966782105054,2.523025166166417,-1.90927913202151,0.001935750500220823,1.780712032322724,0.5708947946512379,-2.1290838989996765,0.6153506098352142,-1.5123837780957765,-1.3913966782105054,2.523025166166417,0.7969457727287699,-1.1666783132514869,-0.7591158194617933,-0.4604000684219187,0.983830863531358,2.1575441149589576,0.001935750500220823,0,0.416
0,0,1,0,1.8539503674325075,-0.4453646590267899,1.7403823415687885,-2.5689286256547117,0.6243735677616704,2.305019376812456,-1.2507260009626533,-1.0132808502232997,1.1158464679510718,-0.82530890969348,-0.4453646590267899,1.7403823415687885,0.022203666900913133,-1.8054411210182142,0.03568264137108951,0.7613130257756833,0.9472680654978186,1.8539503674325075,0.6243735677616704,1,0.668
0,1,0,0,1.7194625759450624,-1.8647237169091557,1.7317651434321542,-1.4614472494152668,0.42481161159036807,-0.1683209798340375,-1.866583393215397,-0.8517458135490454,-0.011101623217487422,-1.8548792152105844,-1.8647237169091557,1.7317651434321542,1.3325459574095753,-2.198930871244452,1.1927479551961986,-0.2328921127884072,0.4948939203352185,1.7194625759450624,0.42481161159036807,0,0.044
1,0,1,1,2.2197411695270484,-0.8637002635465119,1.5640586677980588,-1.7818997576535445,-0.9489658829649825,0.4432520115969703,-0.19540809373699242,0.10538325490078293,1.5838710084798322,-1.5572487775637922,-0.8637002635465119,1.5640586677980588,1.0983980613640596,-1.234860664095065,0.10902501518651853,-0.11286095704060145,0.8795711530689678,2.2197411695270484,-0.9489658829649825,1,0.514
0,0,1,1,1.8434762952036698,-1.0294086187526714,2.264088578377787,-2.2614636811437894,0.28432878697352626,0.5348468847555042,-0.08777450619160193,-0.8162862276155594,1.2665704482303184,-2.265248083913672,-1.0294086187526714,2.264088578377787,0.7467230023197933,-1.23817036586316,0.6365142581958934,-1.0106608976459395,1.0566647899745434,1.8434762952036698,0.28432878697352626,0,0.302
0,2,1,0,0.6082680728726939,-0.5255935396008276,1.956597191006031,-1.4410850086605453,1.8340838782720208,0.8289386926614492,-0.6544880494168314,-1.1361535555178817,0.7804735938396151,0.6423619671157634,-0.5255935396008276,1.956597191006031,1.074380287503046,-1.5786885634252994,-0.5980007071676599,-1.1022421902897528,1.8486696007085905,0.6082680728726939,1.8340838782720208,1,0.706
0,1,0,1,0.8396091962257652,-1.1187397099754521,1.530286884969,-1.5449259573819063,0.21880737232684794,-1.5612587723554858,-0.9317859131127653,-0.8351656357485739,1.0017459156267792,-1.1995658350527119,-1.1187397099754521,1.530286884969,0.6380248388641497,-0.04751851216331726,1.3109106536532271,-1.5162798936305395,-0.5187841262423998,0.8396091962257652,0.21880737232684794,0,0.03
0,0,1,0,1.8268223169596194,-1.5849864837871546,1.3500120526997095,-2.4975120084701814,2.279858335360629,-0.048141216655672836,-1.8735135620690833,0.13874036183392446,0.7078070058648285,-0.4833759509456853,-1.5849864837871546,1.3500120526997095,-0.22985797100381156,-0.6178715210016248,-0.006741652048352198,-0.08734312452882642,1.6849335809256494,1.8268223169596194,2.279858335360629,0,0.464
0,0,0,1,1.5864379452119124,-1.1554092538190517,1.9582321081593532,-2.2667475016010807,-1.2614697368280932,0.4354097089194879,0.4403100442180944,-0.8529606070352609,0.3484590796836836,-0.1800898388503207,-1.1554092538190517,1.9582321081593532,-0.882061524180012,-0.16105610530746461,1.3656977226317253,-0.6308258363331958,0.1199582082462941,1.5864379452119124,-1.2614697368280932,0,0.348
1,0,0,1,1.8482875749956014,-0.49451293532281604,2.7660612997535163,-2.0864628321311462,0.3873112365348102,0.28739022286022553,-0.2531103270131028,-1.2996748054559166,0.4197586215721607,-0.6817922593729822,-0.49451293532281604,2.7660612997535163,1.4105702403362472,-0.6964438077415878,-0.5982855266177147,-0.6225690371257996,3.1062352268439457,1.8482875749956014,0.3873112365348102,0,0.322
